Ensembl_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000460.17,692.9838442906561,1.3239150065151064,0.07547061584635552,17.54212539103109,6.832356509172791e-69,1.506306865055628e-67
ENSG00000001617.12,6089.15123875124,1.1417209011695977,0.08227634755800158,13.876660000794631,8.773805835305209e-44,8.86969075960392e-43
ENSG00000002079.14,15.847848885860707,1.0245777750892233,0.14945704070676571,6.855332945467869,7.114661933222951e-12,1.8437211882196727e-11
ENSG00000002726.21,141.01069234528316,2.8278109019789213,0.2089067503070241,13.536235175852244,9.556254969395738e-42,8.94622368967918e-41
ENSG00000003249.15,2526.6799044069053,1.8979084986036625,0.10406330622403805,18.238018447325253,2.5763009439823262e-74,6.71513475605876e-73
ENSG00000003989.18,14252.231460917705,1.2386974582046575,0.19892255611209608,6.227033687957595,4.753489400969727e-10,1.1052761082093084e-09
ENSG00000004478.8,17203.454032202633,1.4405864965520523,0.07957664216546154,18.103132494038643,3.010493379018126e-73,7.650875392440301e-72
ENSG00000004838.14,669.0922450175109,2.5248048901201186,0.1518039164266638,16.632014176919125,4.086236214941286e-62,7.245674618129134e-61
ENSG00000004848.8,69.817286461778,1.898361687426829,0.2691146919992449,7.054099028648183,1.7372263004520925e-12,4.649945265556512e-12
ENSG00000005001.10,798.957524572515,1.4699132579290182,0.11008753371374598,13.352222620874999,1.1496672060872073e-40,1.0416299864466835e-39
ENSG00000005073.6,63.05275505275859,1.026844442719405,0.16885929835481567,6.081065435684494,1.1938655405470066e-09,2.71557963551815e-09
ENSG00000005448.17,838.094339768991,1.0362529754869332,0.08164286793390894,12.692510708048554,6.506600413949257e-37,5.188023524757128e-36
ENSG00000005844.19,1558.9442784972416,1.0215832264020785,0.1091631672593134,9.358314274404869,8.101894767825559e-21,3.256513642929095e-20
ENSG00000006118.15,5643.431834419634,2.179302200771293,0.11256955824478564,19.359605161035986,1.6917713573269588e-83,5.74550744922234e-82
ENSG00000006327.14,2850.0819941104746,1.0428572520779016,0.11063893428612633,9.42577094407779,4.269573786674723e-21,1.7356460371890978e-20
ENSG00000006377.11,36.53320628523804,2.2763586395507427,0.2840376865062726,8.014283835185624,1.1078061052241602e-15,3.509113783502201e-15
ENSG00000006453.14,1870.808257631732,1.1324555725070362,0.07757696875536026,14.59783220040791,2.8991822435584164e-48,3.4210867723274516e-47
ENSG00000006625.18,2511.539249914132,1.4418389023868547,0.08662692364639836,16.644235321945448,3.3319511280902704e-62,5.9200872427640156e-61
ENSG00000006634.8,901.2215908575854,1.2331586247466126,0.07214404277104453,17.09300695360461,1.673191789223186e-65,3.3158023951826674e-64
ENSG00000006704.11,2224.2707849604617,1.1026605095396529,0.05191710182960173,21.238868709557778,4.1783159485317807e-100,2.159014194030406e-98
ENSG00000006788.14,30.518348035532714,1.0705426877955122,0.14750344502976026,7.257747014515625,3.935907944814411e-13,1.090349534952985e-12
ENSG00000007306.15,50.74082689478093,1.7350507403087176,0.22161134580977623,7.829250501452337,4.907869059267795e-15,1.5029816394488805e-14
ENSG00000007372.24,56.701848683316385,3.443719522713913,0.2652551644692621,12.982667197467412,1.5344251013098758e-38,1.2895409936548307e-37
ENSG00000007376.8,1683.8619129240726,1.3918644326748912,0.07517389818871502,18.515262161618693,1.555376800001698e-76,4.3497937231337124e-75
ENSG00000007402.12,987.0548285896781,1.2200663154399156,0.14339890261954608,8.508198411231174,1.7665670816327913e-17,6.059418995420346e-17
ENSG00000007516.14,1061.74626749204,1.0893855258525786,0.1622115538419216,6.7158318877470755,1.8699628561216134e-11,4.721036102829794e-11
ENSG00000007541.17,3606.45125444827,1.2973294658429093,0.08388422817431854,15.465713806735502,5.911433446017329e-54,8.327629565912378e-53
ENSG00000007952.18,71.44858671018706,1.0066668590643726,0.08618761747799071,11.679947636578305,1.6139492265896941e-31,1.0311190712063982e-30
ENSG00000007968.7,613.5381557587193,2.5858221315755725,0.12257744310126095,21.0954158134905,8.763175186822436e-99,4.4185471632793215e-97
ENSG00000008056.14,125.85561538065477,2.063906645543165,0.16941398258341256,12.182622792230159,3.847079444193579e-34,2.7537427969584775e-33
ENSG00000008118.10,23.998294160821487,1.0023814494112373,0.14071042899213823,7.123718238875119,1.0505369564721876e-12,2.8477128528005926e-12
ENSG00000008283.16,12048.85446549521,1.320832842054596,0.08427861334517935,15.672218486140366,2.3425785727853475e-55,3.456511919777421e-54
ENSG00000008300.17,875.4187463232338,2.5036610651837896,0.1386615789462199,18.05591054285368,7.088334630933181e-73,1.7792123434152585e-71
ENSG00000008516.17,280.6519328951313,1.3351384050742872,0.15043308878275408,8.875297422114421,6.974677509233824e-19,2.5514666507783468e-18
ENSG00000008735.14,1906.473194453406,2.732213422446853,0.14513771423941624,18.824972108488968,4.7145669243501274e-79,1.4077718120836e-77
ENSG00000009709.12,119.81342715421277,6.908659299388823,0.4138061344084988,16.695400877186543,1.4156515810400906e-62,2.5517912893285306e-61
ENSG00000009765.15,179.03206745035013,1.8538187376992756,0.2476104444650796,7.486835790405113,7.055388436941784e-14,2.025581730740443e-13
ENSG00000010030.14,398.0831763447738,2.009830180444504,0.13230678487217476,15.19068113087516,4.076615564015452e-52,5.47188946532688e-51
ENSG00000011332.19,47.38431538727545,1.3196424733680099,0.11740481993305477,11.240104742892852,2.5907477594496813e-29,1.518405465751014e-28
ENSG00000011347.10,6646.053657718938,1.1617677701483997,0.1145286423607345,10.143905892895708,3.5270844991405725e-24,1.656827903218448e-23
ENSG00000011422.12,2219.4711058003227,1.7076004152264739,0.09861053388306516,17.316612617181338,3.525068350627588e-67,7.343244746787675e-66
ENSG00000011426.11,2538.52763832543,3.3846520016372823,0.1213066948439061,27.901609272205075,2.550768713480521e-171,6.134830643985515e-169
ENSG00000011590.14,50.3087843367543,1.2651120491732417,0.13045263410807723,9.697865112674716,3.07872975179452e-22,1.318401979823176e-21
ENSG00000011677.13,51.19043288738827,4.250776932836711,0.3586997487232835,11.85051550207788,2.1387107580854058e-32,1.4187996944811308e-31
ENSG00000012048.23,1199.4641152107345,1.1060036625484078,0.09040939446092713,12.233282493960264,2.0642505011244625e-34,1.4921259906488737e-33
ENSG00000013306.16,8813.485628623424,1.1661833739088523,0.06824033873849704,17.08935499833565,1.781332211941147e-65,3.524826103149962e-64
ENSG00000013588.9,19052.455819861123,2.3705794002463905,0.12555986032108676,18.880073569564736,1.6635418314814406e-79,5.047094345604701e-78
ENSG00000013725.14,613.388441742533,1.1715335943510918,0.1338824941021964,8.750461381880337,2.1248220777820366e-18,7.617112857696689e-18
ENSG00000013810.20,2758.4460271332096,2.3263518006270685,0.09140764574039466,25.450297748988106,7.006118078890067e-143,8.911243264188251e-141
ENSG00000014138.9,324.8953667516747,1.185123087258593,0.08338490168944268,14.212681951373469,7.644095151089939e-46,8.318888577426386e-45
ENSG00000014164.7,2120.869631527302,1.0431106600630047,0.06426024358747935,16.232597354583437,2.9663716438413253e-59,4.8413527581410305e-58
ENSG00000015413.9,88.69121225545682,2.4547031742897762,0.145086160739821,16.91893397532055,3.26282822026317e-64,6.183480185908483e-63
ENSG00000017483.15,518.0205925262184,1.7634371209630877,0.12909099417058315,13.660419398682842,1.7497309501666885e-42,1.6894482488178798e-41
ENSG00000018280.17,434.10701247791934,1.3676502651427973,0.11251709691454462,12.155044012391391,5.393273740046932e-34,3.830455035347158e-33
ENSG00000019505.8,3605.537543639476,5.0071852009887525,0.25223254054969835,19.85146401045811,1.0703660027762228e-87,4.109956889615058e-86
ENSG00000022556.16,1866.1344688610898,1.3077337355206957,0.21455671552225108,6.095049191713946,1.0940380349791306e-09,2.4923680576429755e-09
ENSG00000024526.17,686.8853869996404,3.2817516142741314,0.12694129740483792,25.852513574113345,2.2798046825177713e-147,3.1251042839735836e-145
ENSG00000025423.11,294.46186263964324,3.016419138369618,0.09774247577377562,30.860883300634846,4.0024125730672877e-209,2.7865217640281093e-206
ENSG00000025708.14,4828.5487609740185,1.7662358490690286,0.10314914196621537,17.123126915079208,9.976926611995506e-66,1.9890698601880416e-64
ENSG00000026559.14,241.96847639006967,2.239455347324385,0.23620706634768657,9.48089903469697,2.52101560474772e-21,1.0340463385923361e-20
ENSG00000027869.12,257.8633565355232,1.678613922134974,0.1326341648082813,12.655969331592354,1.0368782214626341e-36,8.173912463353828e-36
ENSG00000029559.7,161.71330992162666,6.951476121656913,0.22064908036001962,31.504668455062742,7.497360024740241e-218,6.611671893817594e-215
ENSG00000029993.15,4631.52496280331,2.436354424666304,0.10666568804608019,22.841032287850474,1.7943630457675704e-115,1.3150046742057297e-113
ENSG00000030110.13,1197.185915468697,1.0468815928057162,0.06442888692628158,16.24863695074447,2.2838584722944295e-59,3.7343485626094824e-58
ENSG00000033170.17,4364.201687108902,1.0428935155988364,0.09075820524824964,11.49090060503317,1.4657579757127708e-30,9.02445729705773e-30
ENSG00000034053.14,436.3173668530522,1.0236300354566261,0.1441601056421956,7.100647095787158,1.2417409011318856e-12,3.352535695514355e-12
ENSG00000034510.6,60221.76667556801,1.00379204290318,0.09711315371838973,10.336313923178647,4.82750406868659e-25,2.352919079608924e-24
ENSG00000035499.13,352.40177296430136,2.9506956086831835,0.1129257850692235,26.1295115803216,1.6849908923650473e-150,2.4839782465453766e-148
ENSG00000035720.8,74.27389411060088,1.1726382570621876,0.15356659100958017,7.636024537322921,2.240316446930875e-14,6.620106324137522e-14
ENSG00000036565.15,8.186720170658697,2.0551576716338187,0.23939326761662638,8.584859934010456,9.094716716905181e-18,3.1576092580373156e-17
ENSG00000037241.7,1083.4359300658148,1.0062339589282185,0.05700366380250821,17.652092721870684,9.805448025807138e-70,2.2267204546845804e-68
ENSG00000038427.16,21793.93865008368,1.5710024463567003,0.12103776447395748,12.979440368751339,1.6004568737457153e-38,1.3441805413275124e-37
ENSG00000040608.14,313.4987635320094,1.3110695932072514,0.1067819546136134,12.278007065438246,1.1889094855463867e-34,8.664955743695649e-34
ENSG00000042493.16,11016.496951606505,1.1232664632835094,0.08584967887961,13.084107919130428,4.05897512086757e-39,3.4819794357221926e-38
ENSG00000042832.12,54.93707953977499,1.223786905603592,0.12825430391690845,9.541877880343426,1.4026897902091667e-21,5.821107621925288e-21
ENSG00000043355.12,138.2722398222271,2.9516573435582654,0.25902221692050675,11.395382908270458,4.4088741605357865e-30,2.6728041886144535e-29
ENSG00000046774.10,26.3708427780719,5.591763272672222,0.5709683004999186,9.793474117173023,1.2009697115133542e-22,5.240451045323652e-22
ENSG00000047936.11,23.822691058765287,2.3932928558005826,0.26388395099463635,9.069490004146664,1.1957537791979317e-19,4.530268077110194e-19
ENSG00000049192.15,221.11270268591318,1.2137417787997271,0.1070617315877754,11.336840538625433,8.620062014190447e-30,5.160049550513381e-29
ENSG00000049247.14,14.433069313643625,2.1801409352681462,0.2114334355997173,10.311240173931417,6.268709675665577e-25,3.0402380051220624e-24
ENSG00000049249.9,194.32730028300588,2.7059123911898193,0.1471052454504507,18.394397717797553,1.4567046782435864e-75,3.956732953553627e-74
ENSG00000049283.18,2335.642060543608,2.1882779425278436,0.12121032594724673,18.05356041596842,7.396528159539203e-73,1.854810890888807e-71
ENSG00000049541.11,2203.1239431923746,1.0460569379517533,0.0611893229336115,17.095416124912713,1.605459780175617e-65,3.186349883295283e-64
ENSG00000049768.16,304.03021480583453,2.203995127019124,0.11592146418741212,19.0128303025563,1.3354876813316066e-80,4.166469586946814e-79
ENSG00000050344.9,1069.1504827789627,1.38029641049975,0.11604423222466641,11.894571440891946,1.2629967609320615e-32,8.454919612150461e-32
ENSG00000050438.17,1659.8736289611165,1.659401705233103,0.1523333537703353,10.893226362854799,1.241621279441309e-27,6.771455899587563e-27
ENSG00000050730.16,45.00066380666408,2.1480938407130314,0.19158731619955927,11.212087957198353,3.557020457072191e-29,2.0700513245117e-28
ENSG00000051128.19,799.8560056577926,1.1166071796717452,0.09303762180160856,12.00167371058532,3.481832468917971e-33,2.3876454068868284e-32
ENSG00000051180.17,562.4940120761431,2.5845654678236354,0.0983806472901959,26.271076060313742,4.106256664881123e-152,6.207721504348285e-150
ENSG00000051341.14,487.29939424966693,2.6254129067376315,0.11007521580257888,23.851081168410683,9.868167434577376e-126,9.32400848747068e-124
ENSG00000051596.10,589.3537866080012,1.0052381568736775,0.06688537846722924,15.029266185078075,4.7220772083979284e-51,6.135917221285638e-50
ENSG00000052344.16,8546.805238252715,1.4528987962539146,0.10345016797397757,14.044431485305898,8.33344448105915e-45,8.75226705799527e-44
ENSG00000053108.17,271.9684514229145,1.806904758132818,0.1607095914185624,11.243291344240923,2.4988848933102403e-29,1.4661898145357223e-28
ENSG00000054356.14,89.35974513345059,2.327029248005567,0.1942699093473008,11.978330848167966,4.6152238566565704e-33,3.1526042435245604e-32
ENSG00000054967.13,310.04100773921493,1.469377443434194,0.0837031428999229,17.55462689365213,5.482607002391688e-69,1.2107500071391861e-67
ENSG00000055118.16,321.6688080951076,2.339641564040082,0.19437283719876414,12.036875099207318,2.2740765124384506e-33,1.5724769527723902e-32
ENSG00000055163.20,2450.5758444519292,1.3672591992595677,0.1145042991988079,11.940680034080348,7.262696115759507e-33,4.915371922193234e-32
ENSG00000056291.17,33.781760644131545,1.4740058287527447,0.2416312811671491,6.100227675956811,1.0591748962983923e-09,2.416065792073656e-09
ENSG00000056487.16,101.15146585600742,1.6526547506329061,0.2504538363853508,6.598640190482509,4.149459957180049e-11,1.0275962990466664e-10
ENSG00000057149.16,12.47451884898051,1.7514982670005514,0.5881377034158902,2.978041123410198,0.002900970590466454,0.004148993293403639
ENSG00000057593.14,467.710633260728,2.8083281517857066,0.19940128761173595,14.083801491061283,4.776943069392984e-45,5.069346403684748e-44
ENSG00000058335.16,212.64110784507176,1.3822558139099932,0.17407645636015168,7.940509835805741,2.0135188493705882e-15,6.301118367512217e-15
ENSG00000059573.9,8044.584955006607,1.0400765359609927,0.05355562525060876,19.42049095858834,5.179244011854779e-84,1.7911382951324188e-82
ENSG00000059915.17,215.36472451359572,1.1349139919771571,0.1301288898797553,8.721460645870927,2.746356923718902e-18,9.79741353477714e-18
